@RELATION RAVDESSAngryMale
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry male,calm male,disgust male,fearful male,happy male,neutral male,sad male,surprised male}

@DATA
0.116309,0.009549,2.980679,0.236526,0.212324,0.824452,0.008751,0.126375,-34.588158,0.309958,-0.436540,-0.176305,-0.257948,-0.033219,0.112227,0.088261,0.030928,-0.323556,-0.046338,0.072437,-0.051737,0.005716,0.006560,0.015127,0.015469,0.010098,0.005980,0.041209,0.002722,0.003470,0.004412,0.006349,0.004016,0.018792,0.069049,0.013569,0.368723,0.063341,0.029346,0.476793,0.006926,0.101593,3.388068,0.768747,0.686166,0.579304,0.375414,0.372050,0.373764,0.374475,0.323171,0.320791,0.252295,0.264230,0.222142,0.009394,0.013353,0.018437,0.019520,0.016226,0.009685,0.044339,0.004015,0.004110,0.004816,0.005314,0.007483,0.015932,angry male
0.068811,0.016055,2.868920,0.185935,0.213014,0.532676,0.008204,0.087580,-33.033471,0.899728,-0.379060,-0.039023,-0.368082,0.146071,-0.017378,-0.195687,0.003983,0.108507,0.049212,0.012155,-0.051378,0.004747,0.002749,0.013353,0.004094,0.004892,0.007023,0.140088,0.007484,0.012976,0.012315,0.011383,0.004192,0.044656,0.047263,0.016684,0.426608,0.060387,0.036220,0.465422,0.005817,0.095869,2.758411,0.636545,0.686812,0.445330,0.584940,0.284796,0.336259,0.308718,0.332286,0.281867,0.234995,0.254940,0.196124,0.006038,0.003752,0.012080,0.004526,0.005970,0.010914,0.080651,0.011893,0.020155,0.019336,0.014101,0.006022,0.024544,angry male
0.135090,0.014229,2.963649,0.241392,0.215526,1.064243,0.008520,0.139608,-35.142564,1.126652,-0.201769,-0.266917,-0.352254,-0.051175,0.144057,-0.067962,0.165502,-0.103599,-0.098361,-0.090982,-0.093230,0.008879,0.006313,0.051517,0.008785,0.012215,0.008853,0.039237,0.001499,0.003389,0.010969,0.017727,0.006100,0.025924,0.065112,0.012326,0.393666,0.065002,0.027104,0.483013,0.006702,0.101154,2.334537,0.706724,0.634943,0.542711,0.419715,0.321406,0.334609,0.310187,0.308404,0.395169,0.278393,0.240003,0.264099,0.011669,0.011950,0.041737,0.010913,0.020934,0.015599,0.019883,0.001827,0.005112,0.018238,0.019825,0.009147,0.013851,angry male
0.071674,0.011044,2.974331,0.180327,0.194272,0.540784,0.027003,0.099214,-34.337150,1.092902,-0.451327,0.043252,-0.173217,-0.104591,-0.131580,-0.223596,-0.100382,-0.010027,-0.059674,0.018255,-0.010595,0.008303,0.003592,0.012900,0.005477,0.007019,0.009811,0.088150,0.003354,0.006734,0.005283,0.006750,0.005069,0.030215,0.071036,0.014878,0.292761,0.097160,0.055001,0.492370,0.049049,0.113807,4.059195,0.727363,0.765576,0.443370,0.320310,0.315224,0.239927,0.313884,0.306268,0.363816,0.265849,0.258715,0.184241,0.015788,0.005959,0.021745,0.007721,0.012098,0.019051,0.047896,0.005783,0.011134,0.008527,0.007170,0.008826,0.014366,angry male
0.099855,0.020031,3.071485,0.282493,0.245826,0.620438,0.006814,0.064100,-37.139669,0.572217,-0.562242,0.000606,0.034394,-0.033072,-0.230338,-0.316373,-0.014306,0.207784,0.132494,-0.053060,-0.066453,0.003549,0.001243,0.010069,0.002507,0.003540,0.007288,0.078344,0.003917,0.010679,0.014251,0.018404,0.003040,0.031197,0.067533,0.026505,0.256615,0.063341,0.030289,0.447588,0.005359,0.084635,3.503462,0.715640,0.751442,0.347586,0.420413,0.287069,0.265926,0.282671,0.287917,0.327036,0.238694,0.252940,0.207688,0.006159,0.002108,0.010592,0.003878,0.004365,0.012706,0.039568,0.006060,0.018808,0.027901,0.029845,0.003595,0.015643,angry male
0.068416,0.017408,2.560029,0.317865,0.231764,0.524292,0.006499,0.080925,-39.051496,-0.181962,-0.564638,-0.048173,-0.178331,-0.131751,0.003374,0.172711,0.083854,-0.149916,-0.068459,0.113453,-0.051855,0.006595,0.004566,0.013895,0.006625,0.004452,0.002923,0.009780,0.001790,0.002766,0.005566,0.006139,0.003547,0.008388,0.041449,0.028355,0.398870,0.066883,0.028330,0.446265,0.007578,0.072641,4.084661,0.754132,0.549470,0.452641,0.284774,0.233232,0.341916,0.304188,0.240582,0.302726,0.218167,0.202140,0.146198,0.014647,0.009814,0.017840,0.008254,0.005146,0.003394,0.007496,0.002044,0.003753,0.006574,0.009806,0.005101,0.007251,angry male
0.078925,0.005327,2.924847,0.284747,0.240113,0.577208,0.008826,0.064392,-38.233922,0.652556,-0.016704,-0.164582,0.104234,0.040873,0.083077,-0.221072,-0.121051,-0.081142,0.007811,-0.020148,-0.024497,0.003368,0.001185,0.031940,0.007315,0.006782,0.010349,0.080028,0.003709,0.007135,0.006897,0.007692,0.001945,0.030720,0.042180,0.007592,0.343563,0.063565,0.027956,0.296538,0.007602,0.045380,3.031210,0.778048,0.681039,0.513877,0.428198,0.239842,0.373588,0.264358,0.212488,0.256464,0.297926,0.241886,0.201646,0.005449,0.001126,0.038701,0.010349,0.011087,0.017314,0.037569,0.007447,0.014111,0.010961,0.007770,0.002765,0.013172,angry male
0.097530,0.007062,2.815594,0.298892,0.243509,1.124627,0.005795,0.104250,-36.676191,0.985494,0.104002,-0.135318,-0.366297,-0.125160,-0.027467,-0.160920,0.027383,0.052041,0.056678,0.052909,-0.015336,0.008684,0.004372,0.017608,0.006861,0.014496,0.005856,0.019199,0.001833,0.005893,0.018076,0.018227,0.007311,0.013918,0.069522,0.011396,0.345760,0.089708,0.035582,0.595308,0.007138,0.120710,3.865785,0.672312,0.642498,0.397055,0.437527,0.308959,0.247213,0.335277,0.314043,0.238331,0.231352,0.191809,0.180226,0.009647,0.007891,0.015024,0.007292,0.021026,0.007091,0.017941,0.001636,0.006363,0.021549,0.015374,0.008890,0.007684,angry male
0.092860,0.006719,2.911527,0.232584,0.219043,0.829644,0.004845,0.093967,-36.247361,0.653177,0.012648,-0.147138,-0.357208,0.100443,0.321090,-0.080005,0.042464,-0.157816,-0.191546,-0.071425,-0.124342,0.006731,0.004451,0.025799,0.009937,0.009650,0.004804,0.023674,0.003321,0.008899,0.009845,0.014459,0.005021,0.013908,0.049149,0.007196,0.314687,0.068488,0.034664,0.511230,0.003103,0.090651,3.836520,0.679307,0.585198,0.502718,0.497266,0.266652,0.256323,0.269685,0.254841,0.283461,0.230283,0.224479,0.212398,0.005733,0.005149,0.026691,0.009601,0.013507,0.003544,0.021379,0.005358,0.010525,0.011935,0.015000,0.004344,0.009208,angry male
0.078517,0.005758,2.638589,0.304404,0.254221,0.548320,0.005452,0.042229,-40.106290,1.008808,-0.101570,0.099347,-0.010629,-0.005194,-0.031647,-0.036201,-0.067199,0.004509,0.028675,0.064089,0.017902,0.004204,0.001983,0.050694,0.006687,0.013806,0.009108,0.050482,0.002041,0.006623,0.010520,0.025821,0.003751,0.025267,0.055642,0.013247,0.502170,0.067469,0.035078,0.460079,0.005120,0.059663,3.472530,0.479822,0.600652,0.341764,0.259131,0.256737,0.263765,0.185408,0.308214,0.292467,0.273533,0.192391,0.227993,0.004781,0.002303,0.031303,0.007693,0.016900,0.015230,0.033512,0.003101,0.009587,0.013693,0.025962,0.004694,0.012182,angry male
0.086967,0.008032,2.646694,0.240064,0.202428,0.858370,0.007925,0.077611,-37.056710,0.899556,-0.409930,-0.149070,-0.066567,-0.012072,0.022083,-0.108416,-0.221667,-0.136030,-0.212400,-0.048876,0.039851,0.007612,0.002352,0.021991,0.014512,0.014985,0.008262,0.035273,0.002772,0.004688,0.005651,0.013363,0.004334,0.019977,0.053928,0.010245,0.439424,0.092001,0.053109,0.511434,0.007014,0.093321,3.642195,0.743025,0.664553,0.487007,0.380260,0.278823,0.211154,0.249154,0.259118,0.221799,0.278508,0.267555,0.248147,0.011850,0.002727,0.029786,0.021151,0.022069,0.009899,0.028220,0.004601,0.007920,0.006586,0.015760,0.005366,0.013637,angry male
0.047697,0.011219,2.555877,0.320808,0.250267,1.585806,0.005444,0.357313,-34.757541,1.610094,0.397495,0.212714,-0.083985,0.090782,0.200550,0.082369,-0.006885,0.062614,-0.066292,-0.005884,-0.046207,0.010106,0.004016,0.033000,0.011402,0.013728,0.008551,0.047617,0.001396,0.003700,0.007074,0.014300,0.005041,0.019846,0.040138,0.017620,0.490027,0.063732,0.036385,0.505274,0.004260,0.171380,2.902140,0.677749,0.540909,0.315610,0.409051,0.297352,0.289348,0.221340,0.203890,0.196523,0.182868,0.161712,0.158820,0.010736,0.005946,0.024362,0.014696,0.012597,0.011145,0.040191,0.001524,0.002801,0.005667,0.014048,0.008606,0.011074,calm male
0.058205,0.008695,2.981466,0.202578,0.198941,0.812852,0.056157,0.144620,-33.516090,1.628778,0.117855,0.043933,-0.143912,0.241830,0.036218,0.060166,0.036638,0.078537,-0.059354,-0.002651,0.047737,0.008834,0.004089,0.033617,0.013544,0.021230,0.009231,0.051363,0.002322,0.004480,0.010259,0.026358,0.006507,0.025859,0.041250,0.011104,0.354554,0.097024,0.055682,0.554683,0.081288,0.131104,2.786056,0.611745,0.580808,0.431393,0.409387,0.286302,0.218724,0.291255,0.223097,0.172534,0.165405,0.161215,0.164552,0.010574,0.007137,0.025407,0.017481,0.020675,0.008880,0.026536,0.002802,0.005598,0.010691,0.026931,0.008485,0.011015,calm male
0.059134,0.004917,2.572512,0.242102,0.235035,0.675818,0.007369,0.172083,-32.496835,2.026430,0.181511,0.106011,0.032940,0.191472,0.081186,0.000522,0.033556,0.132322,-0.073568,0.050265,-0.058479,0.007952,0.002217,0.045457,0.020501,0.016189,0.006910,0.098390,0.002168,0.004062,0.007142,0.013733,0.006980,0.036105,0.051016,0.006384,0.412699,0.070356,0.033665,0.603551,0.005017,0.177673,2.444162,0.850533,0.779975,0.472299,0.456925,0.248333,0.250324,0.264928,0.210211,0.164508,0.157300,0.183806,0.174204,0.005986,0.002569,0.034390,0.023368,0.014893,0.006537,0.056053,0.003564,0.005602,0.007558,0.014933,0.008131,0.017218,calm male
0.061453,0.005928,2.948863,0.224949,0.223704,0.782080,0.022694,0.165523,-33.882551,1.849734,0.161503,0.153237,-0.141478,0.279634,-0.019569,0.174206,-0.020497,0.060712,-0.009761,0.008623,0.027302,0.010472,0.004844,0.058079,0.010198,0.012685,0.013045,0.055310,0.001309,0.006834,0.006093,0.035589,0.007377,0.029263,0.043574,0.007563,0.311174,0.097552,0.057251,0.578501,0.054994,0.171742,3.016573,0.593728,0.595458,0.359600,0.349087,0.261339,0.193540,0.250616,0.234576,0.186784,0.167067,0.165516,0.184554,0.011564,0.008923,0.049194,0.009812,0.009761,0.013939,0.028802,0.001349,0.007326,0.005011,0.026259,0.011236,0.011784,calm male
0.058752,0.007202,2.786978,0.290209,0.257530,1.258724,0.004455,0.329132,-33.244194,1.827664,0.440106,0.240979,-0.099173,0.270554,-0.059172,0.103767,0.052553,0.049443,0.071578,-0.019733,0.076817,0.014090,0.001914,0.049590,0.006617,0.010885,0.004312,0.066199,0.001235,0.004445,0.010291,0.048246,0.003785,0.030229,0.034586,0.009039,0.287726,0.066855,0.027833,0.559570,0.002898,0.184365,2.483825,0.498103,0.426533,0.282989,0.298731,0.272737,0.236686,0.224526,0.141621,0.173050,0.166874,0.171593,0.140675,0.013543,0.001841,0.028629,0.005415,0.008650,0.003829,0.046414,0.001302,0.005464,0.009547,0.035261,0.004515,0.012790,calm male
0.050948,0.010346,2.796553,0.278615,0.274548,0.440899,0.010220,0.089229,-32.204435,1.906563,0.556982,0.387316,0.206897,0.137383,0.220596,0.082013,0.132710,0.108720,-0.001335,0.080933,-0.004671,0.009254,0.000713,0.062062,0.004458,0.010630,0.002435,0.118320,0.000405,0.001872,0.004300,0.024489,0.002337,0.044156,0.055110,0.009813,0.361050,0.064686,0.022420,0.458492,0.009323,0.144244,1.913979,0.684523,0.429460,0.297321,0.245985,0.164752,0.207697,0.221796,0.182035,0.139638,0.159245,0.143156,0.127401,0.010968,0.000878,0.050302,0.006000,0.013540,0.002558,0.042178,0.000455,0.001836,0.004883,0.024795,0.002845,0.012035,calm male
0.058976,0.011280,2.660724,0.290933,0.261872,0.677816,0.007366,0.178278,-33.215993,1.856889,0.186039,0.142574,-0.168740,0.177008,0.152078,0.099177,0.018043,-0.036376,0.055464,-0.029892,-0.002098,0.010416,0.002034,0.044310,0.010361,0.010092,0.011646,0.164830,0.001577,0.003499,0.005250,0.016176,0.005962,0.052624,0.041519,0.013479,0.306973,0.064555,0.036716,0.477124,0.006304,0.174406,2.417197,0.638433,0.539064,0.349399,0.327161,0.247255,0.256736,0.298660,0.238354,0.196790,0.212118,0.182835,0.172412,0.014068,0.002200,0.034799,0.014611,0.010743,0.016102,0.076139,0.002628,0.002406,0.005270,0.019689,0.008807,0.019379,calm male
0.056161,0.003936,2.761071,0.222449,0.251077,0.383880,0.009178,0.045873,-33.532787,1.900441,0.141657,0.177017,0.025820,0.126192,0.060475,0.185409,0.032122,0.156379,-0.013539,-0.008348,-0.006549,0.008446,0.003940,0.082095,0.006816,0.011771,0.003362,0.134507,0.001671,0.007149,0.008832,0.011646,0.003721,0.048993,0.036211,0.006266,0.371076,0.052495,0.024805,0.359082,0.009079,0.059760,2.206160,0.704584,0.535001,0.356086,0.387075,0.241915,0.198016,0.260158,0.214673,0.183563,0.184518,0.165032,0.193281,0.010305,0.006070,0.073750,0.008217,0.009578,0.002940,0.072767,0.003464,0.008178,0.008790,0.009803,0.004453,0.019639,calm male
0.051719,0.004924,2.636288,0.260254,0.270956,0.398283,0.008461,0.040031,-35.217354,2.011011,0.307104,0.396215,-0.019323,0.139053,0.231492,0.081857,0.082119,0.035009,0.108505,0.026243,-0.007417,0.009429,0.002209,0.054154,0.006789,0.010547,0.011286,0.140021,0.002797,0.002889,0.006430,0.018116,0.004873,0.046929,0.036957,0.008149,0.357847,0.062106,0.031246,0.368420,0.005299,0.073649,2.609214,0.568469,0.615641,0.387646,0.381181,0.207606,0.204973,0.163844,0.201692,0.163210,0.186103,0.163418,0.127520,0.013110,0.003086,0.038905,0.010530,0.011502,0.015432,0.069463,0.006243,0.003568,0.007161,0.019707,0.007131,0.017468,calm male
0.059267,0.013804,2.656652,0.274126,0.256437,0.784477,0.007122,0.201001,-31.844068,2.122648,0.573075,0.357781,-0.005410,0.148916,0.203065,0.084566,0.118839,0.109586,-0.022084,0.026806,0.024932,0.007443,0.002789,0.084325,0.009890,0.016466,0.009425,0.102717,0.000585,0.003119,0.007567,0.031081,0.004166,0.043937,0.044588,0.011179,0.427450,0.057990,0.028774,0.670760,0.004668,0.215965,2.030380,0.701108,0.365548,0.304547,0.281459,0.201372,0.263879,0.199762,0.207047,0.207787,0.176395,0.149204,0.164357,0.008084,0.004553,0.049601,0.014200,0.018440,0.013194,0.053105,0.000533,0.004481,0.008358,0.033580,0.007578,0.018256,calm male
0.055252,0.007627,2.646476,0.235747,0.238131,0.836714,0.005153,0.144021,-32.963021,2.181957,0.248420,0.136513,-0.124693,0.175759,0.267008,0.015193,0.076595,-0.027331,0.003253,0.030543,-0.075961,0.008812,0.004446,0.067931,0.012967,0.012979,0.007398,0.047298,0.006483,0.007157,0.011308,0.033389,0.004281,0.027669,0.033232,0.009718,0.464999,0.082940,0.038580,0.609604,0.003236,0.121216,3.003086,0.727631,0.736224,0.456590,0.495095,0.316219,0.302486,0.285160,0.259460,0.236812,0.194452,0.178032,0.150941,0.009532,0.005517,0.054483,0.016426,0.008323,0.006481,0.036671,0.012980,0.011282,0.010664,0.023399,0.004756,0.016103,calm male
0.053327,0.008057,2.671934,0.293033,0.244565,1.208989,0.005051,0.234101,-34.610207,1.727271,0.326450,0.213698,0.042769,0.106847,0.107341,0.078811,0.090721,0.111035,0.006944,0.095742,-0.037834,0.006584,0.003863,0.048838,0.007603,0.032744,0.004820,0.044272,0.002159,0.005130,0.012055,0.014916,0.005192,0.023688,0.039857,0.011473,0.397168,0.075879,0.038754,0.617486,0.003408,0.187282,3.662805,0.609950,0.551382,0.410861,0.392794,0.285655,0.239569,0.287779,0.214534,0.221942,0.168821,0.166655,0.184668,0.008336,0.006031,0.035871,0.008129,0.031256,0.005986,0.028454,0.003883,0.006035,0.013158,0.015674,0.008521,0.011222,calm male
0.032392,0.008192,3.015107,0.256582,0.223099,0.821820,0.081982,0.220580,-35.464453,1.642799,0.258482,0.137497,-0.139212,0.147341,0.163240,0.088728,-0.000668,0.110233,-0.036390,0.063337,-0.001200,0.010414,0.002432,0.041918,0.005583,0.012077,0.005478,0.079132,0.001794,0.004383,0.006628,0.016347,0.003919,0.030526,0.030237,0.013341,0.306285,0.129664,0.081673,0.717744,0.162623,0.225005,3.626742,0.815525,0.578441,0.349689,0.398833,0.309262,0.252904,0.259105,0.244424,0.201867,0.241752,0.164925,0.168381,0.011328,0.002856,0.033357,0.005420,0.011785,0.006309,0.032402,0.003169,0.005174,0.007326,0.017858,0.005198,0.010608,calm male
0.057567,0.006207,2.781660,0.187134,0.182418,0.708590,0.011765,0.140866,-34.352427,1.417928,0.114634,0.027111,-0.145875,0.253187,-0.004530,0.016084,0.035863,0.074680,-0.035120,0.004711,0.015918,0.011274,0.003509,0.029230,0.012600,0.022677,0.013374,0.039310,0.002273,0.004665,0.007688,0.018683,0.006090,0.022156,0.040071,0.008030,0.420132,0.100981,0.052493,0.578769,0.016306,0.112744,2.764527,0.628874,0.656230,0.375951,0.437511,0.348259,0.208961,0.241249,0.243114,0.169949,0.187165,0.164212,0.179995,0.014619,0.004910,0.023568,0.015324,0.021291,0.017289,0.026643,0.002983,0.004731,0.007030,0.014399,0.008019,0.013576,calm male
0.057549,0.005321,2.513740,0.299070,0.257957,0.917170,0.005266,0.217542,-33.851300,1.570225,0.264762,0.146599,0.174727,0.252110,0.135415,0.086253,0.090546,0.151828,-0.003643,0.059028,0.011429,0.007300,0.001993,0.063215,0.007232,0.011304,0.003441,0.116454,0.001762,0.003958,0.004766,0.012158,0.004139,0.040574,0.047540,0.006806,0.502759,0.055581,0.025220,0.682584,0.003331,0.193056,2.219544,0.783809,0.709862,0.391764,0.361929,0.185703,0.237173,0.218536,0.175059,0.171592,0.165632,0.184254,0.142771,0.007373,0.001918,0.046820,0.008175,0.010220,0.003588,0.053915,0.003690,0.004090,0.005290,0.012433,0.005309,0.018411,calm male
0.055589,0.005231,2.763729,0.252726,0.238637,0.922252,0.018995,0.185521,-33.099008,1.716359,0.061934,0.211654,-0.169702,0.350958,-0.013117,0.149550,-0.005464,0.066176,0.023193,0.030069,0.024714,0.009705,0.003635,0.044678,0.015241,0.015304,0.008684,0.032543,0.003189,0.007725,0.008235,0.040159,0.003916,0.022455,0.038385,0.006630,0.358675,0.065014,0.038022,0.516524,0.046212,0.144310,2.376819,0.633766,0.610416,0.395292,0.442392,0.244296,0.264566,0.202595,0.236562,0.232615,0.187961,0.165635,0.169189,0.008939,0.005066,0.031440,0.017144,0.011744,0.010095,0.019052,0.005534,0.007525,0.007189,0.028438,0.005782,0.010426,calm male
0.074427,0.006653,3.012720,0.252692,0.248454,1.118765,0.004416,0.237729,-32.121201,1.514406,0.555067,0.063051,-0.175957,0.412071,-0.091152,0.090461,0.048837,0.036801,0.073537,-0.049724,0.082795,0.011260,0.002949,0.037534,0.008964,0.014253,0.004358,0.054038,0.001221,0.004453,0.010590,0.052383,0.003493,0.027000,0.037413,0.007876,0.256070,0.053086,0.023485,0.538397,0.003083,0.139884,1.631963,0.615623,0.422764,0.251728,0.269551,0.237515,0.223258,0.223571,0.188504,0.160700,0.150388,0.136924,0.097681,0.012833,0.003381,0.024573,0.008203,0.008692,0.002668,0.039416,0.001620,0.004845,0.009894,0.039318,0.003009,0.014642,calm male
0.059940,0.010871,2.804881,0.255767,0.268798,0.426578,0.010537,0.063788,-31.822401,2.179438,0.634483,0.410084,0.101983,0.176252,0.203992,0.087554,0.108580,0.139813,0.004875,0.091421,0.076871,0.013427,0.000965,0.093631,0.008420,0.010902,0.003239,0.095773,0.000625,0.001377,0.006922,0.037563,0.002650,0.046774,0.041891,0.008627,0.251954,0.052192,0.023633,0.403241,0.009408,0.099096,1.914398,0.649050,0.461447,0.359453,0.355631,0.212166,0.234508,0.203349,0.188399,0.169608,0.142425,0.157018,0.155560,0.021602,0.001798,0.066739,0.011151,0.010952,0.003125,0.033276,0.000922,0.001322,0.008981,0.030025,0.004025,0.013380,calm male
0.052683,0.004543,2.542228,0.310903,0.258057,0.938142,0.006172,0.229587,-35.490964,1.568017,0.321020,0.255924,-0.034492,0.180068,0.109494,0.074156,-0.047402,-0.082992,0.109688,0.011943,0.013369,0.008499,0.004334,0.034868,0.007846,0.009870,0.011195,0.141998,0.001163,0.003407,0.005399,0.011195,0.005902,0.045168,0.034980,0.007040,0.344104,0.064711,0.039434,0.457341,0.005125,0.155291,2.712259,0.438146,0.604051,0.293254,0.320096,0.239946,0.243530,0.221878,0.224753,0.224335,0.169199,0.171497,0.158135,0.009190,0.010098,0.023646,0.012040,0.008492,0.012271,0.078991,0.001781,0.003814,0.004978,0.011620,0.007395,0.021165,calm male
0.071262,0.006429,2.823791,0.243622,0.246296,0.569661,0.006176,0.094818,-33.485334,1.767352,0.281618,0.165831,-0.102955,0.102260,0.069361,0.151217,0.072150,0.266912,0.005817,0.032202,-0.052450,0.007940,0.002811,0.052311,0.008176,0.013863,0.003299,0.110746,0.003351,0.002736,0.008438,0.016352,0.004039,0.039332,0.038925,0.008578,0.339543,0.066805,0.028228,0.412341,0.005188,0.097221,2.270042,0.671630,0.555553,0.317781,0.362302,0.242466,0.242413,0.205894,0.211270,0.216399,0.200881,0.163281,0.176297,0.008393,0.003893,0.048478,0.011505,0.015696,0.003576,0.046092,0.005747,0.001864,0.006282,0.016387,0.004648,0.011209,calm male
0.046149,0.006860,2.724065,0.234309,0.262365,0.297191,0.010731,0.036521,-34.728319,2.218305,0.467550,0.393920,-0.016995,0.123791,0.169630,0.059982,0.101267,0.029762,0.094560,0.043636,0.031913,0.003417,0.001301,0.045246,0.007019,0.014762,0.010543,0.176998,0.000449,0.003253,0.011512,0.012078,0.001546,0.055841,0.040621,0.009728,0.287667,0.052149,0.029875,0.320128,0.009448,0.062854,2.533676,0.689326,0.588480,0.336315,0.255832,0.206381,0.176924,0.212348,0.160603,0.163063,0.134557,0.152957,0.134706,0.004266,0.001916,0.037434,0.008412,0.015168,0.009246,0.088855,0.000640,0.003591,0.014763,0.013586,0.002530,0.021045,calm male
0.044200,0.013239,2.752369,0.246296,0.256654,0.483370,0.009240,0.102890,-31.497788,2.393076,0.499875,0.244578,-0.049170,0.187549,0.180845,0.028738,0.084143,0.063703,-0.003574,0.012431,-0.005521,0.005108,0.004087,0.087764,0.010051,0.016839,0.008920,0.123499,0.000546,0.004366,0.011330,0.013871,0.001513,0.049106,0.032722,0.011331,0.265979,0.064928,0.023463,0.511590,0.008415,0.159548,1.992265,0.716497,0.475209,0.376291,0.314939,0.234595,0.259480,0.209044,0.205980,0.154982,0.167382,0.135893,0.160573,0.004332,0.005480,0.065992,0.011520,0.013419,0.009637,0.045352,0.000791,0.005052,0.011768,0.016218,0.002104,0.012784,calm male
0.062015,0.009645,2.676750,0.236739,0.229371,0.980098,0.005035,0.175896,-32.546097,1.990147,0.215765,-0.020012,-0.146021,0.154013,0.224396,0.055786,0.133059,-0.040434,0.025170,-0.005301,-0.035951,0.011629,0.007297,0.058214,0.008155,0.012461,0.014682,0.034991,0.003869,0.005366,0.010321,0.027078,0.007336,0.023178,0.042319,0.011717,0.461351,0.067630,0.038353,0.465871,0.002789,0.113245,3.234820,0.651755,0.638619,0.448191,0.495595,0.373728,0.268220,0.271540,0.304631,0.245850,0.199782,0.175689,0.177917,0.011158,0.012496,0.048134,0.009926,0.008098,0.017672,0.031662,0.006749,0.006244,0.010780,0.018530,0.012231,0.012741,calm male
0.048945,0.012389,2.840159,0.227767,0.196699,1.016134,0.110077,0.195658,-37.083647,1.274069,0.218112,0.116706,-0.107698,0.039947,0.115672,0.049142,0.048831,0.060598,-0.003513,0.085253,0.010444,0.004222,0.003487,0.027515,0.006044,0.026281,0.003835,0.061267,0.001048,0.004105,0.009124,0.015256,0.002878,0.025442,0.042574,0.015027,0.406834,0.076405,0.039470,0.567122,0.031994,0.155042,3.607112,0.547291,0.491131,0.292730,0.282714,0.195824,0.179501,0.204441,0.196733,0.184074,0.147419,0.149890,0.141946,0.003245,0.005677,0.024604,0.006591,0.025242,0.004137,0.020746,0.000964,0.004081,0.007723,0.013990,0.003529,0.008005,calm male
0.043674,0.010771,2.612393,0.312334,0.244685,1.370104,0.005300,0.228969,-35.346440,1.596284,0.229998,0.254797,-0.053665,0.084362,0.198049,0.074337,-0.026389,0.091714,-0.058871,0.074004,0.012403,0.009772,0.002847,0.046158,0.007992,0.014017,0.004775,0.042858,0.002327,0.005063,0.005027,0.014527,0.003357,0.020722,0.047080,0.009494,0.384984,0.072194,0.035464,0.599841,0.003521,0.224443,3.265861,0.705265,0.555049,0.278136,0.372085,0.296438,0.291907,0.210488,0.281542,0.177478,0.165177,0.169910,0.185539,0.011177,0.004250,0.027603,0.009758,0.009939,0.005100,0.040661,0.004599,0.007237,0.005123,0.013943,0.005484,0.012846,calm male
